,id,label
66,f1e55cc529b2b13bb692ca2a8becfc1480cf830e,1
67,3d69ad1e79002ae76f9891c7eda8dd1668d1901d,1
68,7a41effe1d698c3e66d2e629d5b6c39eb9b662bd,0
69,8dd69b1137d2bfa2bca8f7a4e8b11fdea919150e,1
70,9a762238d6a37676eae469d8350cb5988c37b621,1
71,e06c1952af6354093a6419a13ea4d879f480a71a,0
72,3bb54600813af39d8017d2f1247c96dc3958c893,0
73,e249aaeec2092d6a269656c10135bf87d67df282,0
74,1b202535759141ac75d4b72c565ef4522b3aa33a,1
75,276d4d4d829cab75a75c5876729e0ee9d4da6091,0
76,ebf381a200740478ca2320146eb935af8077b128,1
77,f34bc7ae33fdb7dcce76d7bfef17b06b1a28cd35,0
78,86107bc087ad68eef1105d0aad6338486c37028b,0
79,9817afec98cea9e0bbdecbbbc708c7e8abaa4bcb,0
80,581a299e0c0ffbfdaba908938e755b62c2380b01,0
81,54995505cc10ad1fb0fbce32b810fadb938c310d,1
82,b4e1d724a11a377b73ac6943b8dd9c815473c690,1
83,ca2d4747b4edcbaf7d507dbf15e79d752f75d9ac,0
84,95a939a5f76395925a97cea81226f7aa1a9be5d3,0
85,2a7a392b442423153066ca45c4c5413c4c601b4f,1
86,8847a341248ef79923d0c6f92cdad9631fc670ee,0
87,1ddb0def5bab4755ac494454b5e47d3325d198eb,0
88,f39b971fed53b8297a612ac8467f24271ed1dcc0,1
89,02e44b6d76fa8286e63291464075ecdc2ee54a15,1
90,5fa4726034fe7282680a7f9ea79acd54c2e7ce5d,0
91,c9e37c9b3a7637d85aae6c3e4cbf381553f91563,1
92,c21a79b3bbf7db60b628f664c7f4b4ee543a77ca,1
93,9ab55b705545165ed97e01d8afbdf270a8df9794,1
94,6483bf7d1522f7e6dca1c904c095ec28e23a188c,0
95,f25e30d5f262c13eb06ba67f0ca1b94049ec3a52,0
96,259f1ec13dd36b59358bad287a76fc8cbd90ad72,0
97,5342f173c1fcab8e73e806b95e8dc0245b2fd68e,1
98,49f01e4837a58f2c7e720bd38ab8fb8883049b42,0
99,d6820d0567f5aea4a56c83fb36649764c14bdb21,0
100,66c30a9b2d66d1cd214fcf0046ecbdb733e7d8c0,0
101,037326162b6203b6b09d45e917167582c88d5a74,0
102,99614069bef759406286492a3903755fcd0378f4,0
103,269c69e397c07c64493ff70b5eaab342902b6dd4,0
104,0259beb6227c344f3d8865237e2cd0e20c98d7c9,0
105,edbf04d03bf0bf16d9eaafa9e567fc63dc81f3be,1
106,500fdfb41740b982563fd909fa4f8b471370463f,1
107,2859401e29ece9f31d55a74511fe0679c6915731,0
108,2e16bb88de90c1ab0b54ca6dae0377f0de9caa13,1
109,2f8b2af44e4b35a6a49acc1f97e0b266fc4f9456,1
110,1170e8bf2be0b4db29a2f6fa3638248205e59412,0
111,7084cda23a981ddb9119797e2c994836577c2b75,1
112,b5527bfa2b3f5c64c23bb4234a3a944cbcc1deef,1
113,1ea8003f2c517c179d06677d23cd592838582ab9,1
114,55bf8c5f5b7475d3dd3a98e3731db8b3dbe99676,1
115,cf6fc5983d255071a980e2559ab884966e075b8e,0
116,303a9666962aa9a7fbe93293ba008f82a2d7b363,1
117,60c647ada048a7335679d38b2e357eba59155109,0
118,eec19c503f213a1103438fe5ee4f57ef2b6a07a0,1
119,a9c5567a154ee8e492b691f721e9acc144b8912e,1
120,ece9d3aa5e22400a476a92162c7951458a4f117f,0
121,10718376aca7f8b1f2872f44aa2a647774263094,0
122,45d3d779d11bc10c44dcd7a980283f9d48907712,0
123,ea98fd829ae6dc9013c80167eb8837a2048e809d,1
124,47e64bf9b4f7a055e35489b8cb8a926837ef189a,0
125,89b264fbb4a2faadd358173ee2afa4ca42418a81,0
126,de335592475b702d4d0450d1f6211497e422b6a8,0
127,8a945bd43d4a208e38693e865a7d2286326a4136,0
128,609b1940bef31bc5e7d1f7e5a927602ca4da452f,0
129,09e5d052fafa792fd4b69dd0634d066acc550386,0
130,da2ed87ca4b4e7d1e2254e1d7bfc5705f3e1e4c9,0
131,c1f67087629871c5a6a97fd77b5601088cdfe8cb,0
132,584b41c2b51f1e99e2e09d456389061c5269db31,0
133,75f9ce42082f7e625a4f87ffc2cffc15ce658541,0
134,5d4205a8e9784eb5a0987acfb012fe20541d27e2,1
135,3e5279fac550c4a36d0f3f5b5e874826c22a427c,1
136,d475c73c6b9409788dc9dfaf71190b64c461cedb,0
137,14068ef09fd4e34e09c6dc1ec569d1954ae29c48,1
138,2beb602c5c3bfa99c1057438fc0ebb5bc313e3cf,1
139,92f263e73cbf3489c7ba5c8b5732578e59ec33b4,1
140,a9fa92cee132e1e03c2dea8c639aa9f508b87b7c,0
141,c4622d85d3928e8745b223324bded22b8f581291,0
142,0522db91f711d386ef702d364bda3f0e2b46f7cf,1
143,0c1c848bb301bb2b25e08f1f24e91142d4f4465d,0
144,bb9b37421c4814dd10d9ffd50e9816b5d893256f,0
145,34d6e8c73f0cb7cb67f7b05edfb1f2bd57d2454e,0
146,269e1f3d382ec982b730f7accd15a57c625902a0,1
147,0354021df194e63010c696b180964c2806f251c9,0
148,c2f82fbda2f86cb77912d7bb237274ee8185ee6d,0
149,119d502368e66c18fbaec16130eca236a5377755,0
150,7b37b8e1394c08b9e72da026b2b8dcb27792142e,0
151,6d8a214420dee7e48b1c06c08f0343af1a32ccdf,1
152,9909278ddea422170a3a0002786b3958f59a5f81,1
153,48dd059c39e0e8dd9a8cfd94d17888f9f29ad333,0
154,94a33987041999c8e38d57ffa1aee4d2512c50e4,0
155,6b2bc1a6cbeb301c4f89e10ea52aac1d3d4c5ef1,1
156,f56459a1c98bed7a0b668dfada10639000c009c0,0
157,2ab5d69b6149fcac7e5c0987533baec08b843a14,1
158,4c62aaaaea299b4c1021291f84d1f5e85faade68,0
159,aec9703d9ec8166c1e3a1e2f3d5ab9079c45a19c,0
160,34a8aeef9c3ded6b347745dbd29c3dfe0ac48c5b,1
161,3b8fd43abb1489dc51f6d6cd682b58c079565b34,0
162,4fb13fb87f330e9995aacbe7f47cf20477d14013,0
163,be83a45ad18eb0e4fa8edcfa3f100329259e2e94,1
164,dff3174f2d63b1d600685ff14e364578f44c47a5,1
165,ff0e521a3cb32dd3a253dff720d45e75cb830876,0
166,448be3a405e180ad5a15eb4ace2f99843a5df72e,1
167,50988f95ed38e3b44077752c0925215b91d0263a,1
168,2d64c7393892abeca3373b1208db3279cf06d023,0
169,32167d5fca15a77e816530128076360ef06f6f39,0
170,1f0975e9c0b4c38bb17deda4c9f89d8072580230,0
171,410f98eb196ea712ab1bec59e54d889394127f22,0
172,c4180c125d0935c13a5eb0df727d6f8ea5e9747c,0
173,23433851bc06f039c9308999179aadf8f548ed5a,0
174,ff1503407e80816c7b67abb05a76aa763537be82,1
175,c7e938078f4d26dda8dd3c3c320d8c4343dbfd31,0
176,3a5ec62089a0446bf508573d230b3ed43051090c,0
177,e6034ab5ef0725612f86e202582d37dd1036990a,0
178,bb9a2d8cf327d1cef2df45ffff98bbd95c450ba3,1
179,d85410df1d3313a88e6ff0dd3a47802e6afcc90c,1
180,e7dca78bc5e2befd426662a66343502a375ddc8e,0
181,5e903a01267b70d9fb91da41e4126ab5075010e7,0
182,5cc6e203fa25f5f68ac3ebb1472330419f61628b,0
183,9c9916470e034cb588ae66ae996bfa3281e7b6a8,0
184,c78d7da35929b61a14c5155011d64aacf6122d26,0
185,420731e34c7fcbf91ad3742904f5812ce8bd2ddb,1
186,6d15e23ad3d8777b2b1c433e472184d6adb7a701,0
187,38228916979d4c754fd4d88ccfea6e1954ab695c,0
188,e3760bd918a4afdd27b94cc66b8786313916b011,0
189,f42b841ab6f175138491904f97f61fd42e5794dd,0
190,1c415773c20e2fae746c8763622e576767770ab0,0
191,d287b9f0c7a5963bd10880eb10722ab6300dc6f1,0
192,d23ac84ca121a5c38f336f3523906f310397770b,0
193,f9013da9c006716c4f9b0c753111ee3597812722,0
194,7ab79d2038d61e5b3d813c118d0496c35a273d09,1
195,c73502c0ac4293d91747e9dc5639231bf99870a8,0
196,39e16552310718f2d3786a4e5b465d04f9a2f8f7,0
197,b07c1bdabc4e4bef17dd64833a87048f2b3ed5ad,1
198,0185070a40347130200e54d1bec743369274d667,0
199,b096d8b9e3558b44d95ad305e52c8ffdf6a4f002,1
200,60565459b7a4a67799960c294c6667c7585bc64a,1
201,8dfa396790615ffbfe1143f0f3da4e7bd8f0c997,1
202,e5895d6810411ba9f5f44e05b48460b7b0fef98f,0
203,8ee9c5a48de42e3dc49373bf32dabc3b3503ae24,1
204,ffe53dd79d00efb5dac0ebc4ef076c88f511bad4,1
205,6af760cbfd5b75cf8fce7f2d54a810d2e283e995,0
206,90a5cdaf79b110caa367644464825860ffb07caa,0
207,3820729f77db366357e19863bdfb66a0430ceccd,0
208,f24be0f21dee4a951831b626fe7901822f51efde,1
209,38054b59c28215f2bc1d89abd2a90fe2c8211fb5,1
210,9cf7864cdadb769269ac59627c1e0e669c2b8282,0
211,4549ee021b91208ca31f4d4bbb40ce496c406033,0
212,a729b6c2fb113eda66c4625b46e0439ae90b1250,1
213,ef4d4bbba1851d1158af3daecd3c754abdffec96,0
214,ec9aa6dad7bad3768ca5f38519409a0f38dfb476,0
215,fc2a8632f60b320ff00b69b1fab07dd4b9812238,0
216,b64ae4902aea876d8ac0bf6467f4f6b85dd991ec,1
217,9af2725a1dc56b5b73e0853412fedfc93113dd1b,0
218,60d88723ce19ff090f3095e3b32726cc179f3afc,0
219,f599b9ab4ad0593d529de4cf51937222c2c6aa6f,0
220,4c1ceed6434432e81a53a42365f109296df2da28,0
221,00bbe259caf1c2d10942da3cdf28e1d6c1dd8628,0
222,3fe6690823b9dcad691f3a78403c4189ee391fb4,0
223,b65a8df9abc92f659ee059cccec7d8dbf52f2a46,0
224,ffbb38b5834d486f44d9521e58b6607cb5d8789f,0
225,0c78935e3067a02638d12cb190b68a190d8913be,0
226,7eba040022c58ee26a224a6cbc4aaa00ba3ebd2b,1
227,ef098a02293f841da422c7f93c79b8fab2dbc9ae,1
228,2b192e39e2a2742aae4ac7bcdcd43e8419bbde71,1
229,9c72f4684a952e5553ff054515af357e7fb37196,0
230,30dc371309e8749f3232d5f5d70bdbb856acb140,0
231,7e7a716bbf37eb533d8be307e3c5260ba5230158,1
232,17483794b020215bb77585f3eb3b3e3da56d92cc,1
233,7ad9ecab72e7452bfed1e0a6f85d078b9b35284a,1
234,41a89fae518ba9ec9c7bf74f7f706ba06a2b8011,0
235,da010bf9e5ff150771a2f23b9a69c01600814a84,0
236,10667a5194e2898bd7d37743d5ca00f382ae93e8,0
237,b4258f8bf3119bd4b7de57fcfc86d47449e125ee,1
238,5519d0f7c71350192f568f6dd8dbdccbf190e53f,0
239,0a657dc6d768e3145fe354effb3c7a7aa753747e,0
240,8fe13256d890a2a89b4a3695270dd54f32a0e9f0,0
241,5927140cf30fa15df6e1ada8e6519e3f1eddef82,0
242,022947fae8bf539716814a98790b3f5609b2b8ae,1
243,718b3c85a4ad0dcc3b24ecdf19583c8a956c645f,1
244,12c80b70ee553b0cb0c910bb60fcec3a933f1040,1
245,8363c189b5c911b21eb488925dd1c1eebc35349f,1
246,fe518c485b5d27f36aab3db11c0ae7a0d71c326f,0
247,c0fc000a92e07933fb32097ea9a9a5b7ad19f67e,1
248,49bbe02fe63f00706ec11d7e084e780edb3a14ca,0
249,c2debc82f544488881e02c3b2e009c0fb4c80d08,1
250,6bbac44c3d3b4b6d2f150c4579b3040c82f98900,0
251,110db7299e2950c35663d91473e6377ad94ab7e3,1
252,1f0366e1f9ce9f092d7d4e2f828af7f5dfa1c391,0
253,2b767b08a89429331ab127c6f3e3e031f2a09be2,0
254,9d920b619e7a4902d9c511633466de08614d0111,0
255,398b72bd53e7161e9d88dfdb2abd665b8c23aba0,0
256,8dba3ecd0e9cb93445476952470a4c156d0a14c5,0
257,a57e27ac8728b885d5a7e38509d6a7c74b7e4bd7,0
258,0ac66029461d407fb3139a7c66a0b71670db5848,1
259,21a4022f14e3b03dd0d2ac0617a8120176b86a4f,1
260,33149365bf4faa77901559a31770686bba235589,1
261,368885395c518cb296cb2b1d0a6c88dcad055de7,0
262,64c7b1c479b0b16266465e18a172d2895ecee61e,0
263,acc444158563dd0198d1dddd78015fa2f9500a84,1
264,092a0927d1df473ba299eb20179f7e2b31bab954,1
265,b91f32bedcdaf7f92022da0bbfde54609b853fd1,1
266,5a53989b5ed013340ac79fd3a39486361ce518d0,0
267,bd25bc719ee717bf264886f2a9265aceb2666164,1
268,85dd17c027fe9e69129a5da8db1ec3b1b159f758,1
269,f67f06792d5d26f455343a502170d6025ffa6e87,1
270,5cdc16c2c23bc2eb28a2830a056bddac04b1a868,0
271,361fe5052525ff6b1d2e2f818d0c998d84d20308,1
272,c7e3a9fbb60ea0d18e11a5e77c270e4e64891ad0,0
273,8f321a6b2cf492b5dc1b2ac580e24532bd704072,1
274,cd3c237c9b0c960b8cb3766d6b1f1f00783f9d19,1
275,cc0121a1cbdae9dc529939541357bf3c2a1eddf4,1
276,15fa4cdd1167417319c71e02e48f004343a54f60,1
277,f7c5c30b1bcbcbe7a8d3e4011504f16200664249,0
278,2b944a368a2339fa533ff187138d643fc54ca9fe,0
279,8bd702e94a12bc3f1985bd625ba81759cb3f61d0,0
280,30d67bd590829129c3b1cdeb13aefeb46d8e8645,0
281,75fd38117087f72db99a8322fb378537738375ca,1
282,a7096b470f8e888383668f34d7b2471e3eb309f8,0
283,ad60cc8f831c2dd62d19cd603b62b4c34174b72b,0
284,57acb9873d1cb9cc3332fb71d81e7057df148291,1
285,1b52de8a2f9cc3497a8b36809c74b5218d0f111d,1
286,ddfc8773e286c6cf2d1efc464afec9681723c000,1
287,5baec62822d6d069079856b7ec22bbe9212efb6c,0
288,830bd8bc1716ddd66bc60027a4f45eb240f2b4a9,1
289,e93200ba46a72722a39971e836bbd44038b6f7b1,1
290,11c7ea2d848f0cc851d7172763e3e2c5fbcea6c2,0
291,148fa0e557d3d9986b0fb4bfe11915e7962e6eae,0
292,49229289a1292e17c5c4d1a86d44c32960937b8a,1
293,3a1bcebadad6fe653001f0bdf69813e2be04d92a,0
294,4ed829c0ea61dbd7a84faf92f9b2fb61a0d42496,0
295,3994adbfa202fe9939cc8d5629389ad4a793ec75,1
296,fcb7e3c23b15cae0ad90cc4256e421f4cb7166e8,0
297,fcfad899b228ba7695a72b5194cb4b95f0120f15,0
298,e86dea0f3e48664710e6eb2aaf1037195cd5db1d,0
299,d98cc64b97ffeda2a67f5175f67d8758fc3de8bb,0
300,844c1dc422215d241cdf252d9eea51c5a0727e62,0
301,2bc49560e836ca0d6a2a8a91d69f1df0976a7d0f,0
302,b778c1d856cf1c506d73a05e6dbbfb6a76bfebcf,0
303,b4351b7aec3634d78f18003515e1693acea00e6a,0
304,f54decc3a4446f000b76917556e0176d88f254f5,0
305,32ded7ee487df3d7794874a27c99496530fd23ce,0
306,aaa7bcb7a277e0edf52b401ae287f3849f2a97b1,1
307,2ef9b33b3fe33ba81ac0f1f8973774b977f069a7,0
308,79c7b0c47131725d802841868aedfb39e6dedd3d,0
309,8a9cbb87d33e7a699cb6d9550b3403739622a1fb,1
310,0590ac2bb1779bd847dca977ddbe8d0611ada3f2,1
311,b93f8a4619ceaaaa4f6cdf3af83bf117867ca022,0
312,2136044ec080275e3a9a8d7720ff5374979770c6,1
313,d31df0c076b2ff4eda9c09eaedd541904d3df35d,0
314,f961fab720075a6596ff20c38b030adeca9ae9d5,0
315,14b78f7882ab10ff563bc2b64b40468338a1c1a2,0
316,a6a22227eeb494c4b5924e02f256e765a93bae3e,0
317,baa06c52320bcfe80302aabbac5ca5a8b66bdb24,0
318,d7f4126fd746eb671ba557e460bc2d6701963918,0
319,7be87fa2d20886aac82e47d5a741f26c9db22c0f,0
320,fe8681a614e9222dd4c82b0932c4fabc7fbb8f14,0
321,ed16427560b252ded50f52967f670c1aad279aec,0
322,76fd541253c6458be057e2f2a7caf8b8d4616a66,0
323,76f400f3909842e716827fab504675ec3dc504e7,0
324,527e21b1d032041033f50dcef4e370f4e4f34035,1
325,aa97f37bd3c37a88dd650b2b25771084b2e33daf,0
326,b9fae481a9489b606b48cf3408a476c0cde1532f,1
327,e37fcaf7ac6c14163f3a5177fec0502af90b4db4,0
328,3f667ef0bf07405cf3b2e70fd72cf1ab568ec56d,0
329,1b069c3179879b71351dad9490817e7365189eda,0
330,d98cc64b97ffeda2a67f5175f67d8758fc3de8bb,0
331,110206c49383d12d6e8c3f4f51b9d3fc9bbcaffe,1
332,5afb097bada6c58c938635ea3baa801d49b56690,0
333,dc54d160c4bbb67f8b9d011e49cfb53d5f3e08cd,1
334,71ae9276154d71fb1db3ea875f6ed93824c73c65,0
335,392c716b2671337dd99b6a811c187f81afd5f9f5,1
336,ecf2076415ba440d685116ef81a4f695e19b73b8,0
337,79705ba28872633566cb8a153389dbf5071aafe5,0
338,7b1ac7a6ef2149bb50a09a0df29af526e49717e3,0
339,2c5c5fe5a8eaae43d5ecec68edebe8f93f13b13e,0
340,bc439f40cc3c19ee07acc081d18bf19cb04d68fd,1
341,d6481c8a3dadefbd22b9bb1a1d74188144f804b2,1
342,e67763ab96956c992efc39f4e2437979fd80c491,1
343,b529f0f1fe60a47172f871488cedb23b76c53c5a,1
344,d347e069eabfe9ceb568da8141b4c366e67f2545,1
345,faac1a5f80e842713b99ffb2c34470e06e76fe78,0
346,d166858b31a228de3f8ba5a357f48b3615e22279,0
347,f289f098d9aa38e16b5bd9017316204936206316,0
348,e097010df4570c5386069dada5357767e51855d9,0
349,5784fe20830b28ee7432f92a654ca7c2f3e05401,0
350,e97f1b2b7a90ae17fe7630d74b69ae958916fd04,1
351,301e5c89e34cf19982f59c56459d9d69a0f6a215,0
352,0d06a927f418fc3692833ff3e2a9b1ff6d4fdc13,0
353,62196668316cfe7c9c74aab1b1ecd83ce5826e3e,1
354,aac217bffe11b0c68e7851ec5b253812a8c86910,1
355,af17f64e301a7556a3ad75c097ef252d82de056b,0
356,d5ec04afceeb8e5a4dcfd62d4edd852defa2cd5b,0
357,ba3b0736204611078a6c63f075e47b4a77abe23e,0
358,64752ad86186a0831b04713da0dc99ad5d0fc6d6,1
359,c93f8ac28f918cec2784ebfcc39549e76ba8920f,0
360,faebe433f6ee5e1842d72e959be5fecce07f3cf1,0
361,ec98d92dd085cd77d6cadb0f8a003b2e8517e061,1
362,56d825cbe021842a732ba9faf327d0708b06c254,0
363,65bbd67aef1b00895389113a679d571bf88b079b,0
364,303843c9c7f0482c74d5196fbc0d04761b034503,0
365,b0841ff44104f965afc3f07ca98b877bb99146e5,0
366,3814102170d8e02f7f88951ea20d9cda0d8ef25f,0
367,ff79de41bc3e267d513ff4605334bbc0135ba84b,1
368,a3cc20b23f473217d7985bd51fb5ec485f448c00,1
369,b17d82a298e35687a950835369dfd0db5a060cc5,1
370,bbd530e99d59fc816327eccc87231c106a995665,0
371,d9389fc862d7ca98c1e6f572b1b3cac3514cfafe,1
372,bfd1f894300480a75e73db64bd80d8f301adb1f6,0
373,0fbcc18611be8d175d8bd90cd043cc7f79f949e6,1
374,3bbd440ca63b10a8f2c11e7b9264f79ac9b7c0b8,0
375,ae8b630c227334a402d6d3a6f3d414003d380a85,0
376,bb6a97675f979afdde0ca413dec8da24494ae9f6,0
377,23215b277237475f5a3c7d2c05a9d95f8db56be7,0
378,4429915ca483a0e3266e05ae7b610396cf9d03fb,0
379,ae1d7f6ca89385b32d29296264655cbf2a893731,0
380,3d81a692a4790e5cbaec827f604e55579454f203,0
381,27346952eaf6dc9df24d1ed6ca97b5020ed2f4e1,0
382,1e0ff74b04ca9d5945fbe4d9c7645a3105a6941a,1
383,0e3465fe50dafe2f72440732a5be423af0ed72ef,1
384,d59e0516d0f167416a8a54aa17d3fb3f5ca115d8,1
385,366089292b1e0e312274252aa2312429cdbc0681,0
386,0f610d96328334e7ffc337a89c62a59ff51b5a8c,0
387,3e468ac6b528ab98497868178623471f130edf4f,1
388,aba8f547cbcb65ff4bd42e637de6bee14c39c2f2,0
389,f0ea4586beca7555f191a25fe218563d6753cdf2,0
390,4e9bebd8f50c67b775d5cdc4808462fd8770e00a,0
391,88bffb6ed7b5fc79580787863c1f1596cc7fdd7b,1
392,24867040228cecab10090cbf86428ecb44baa54c,1
393,c1d6e0d3d0c5686b9b79f08ec2b98645fcf67ad4,0
394,19582533dad16f57b6884efe9650386a15c422a2,1
395,c69255a161252e3c4249506b7c7620aa2bf889a0,0
396,99fb0468a1f0e70f294e3fc91dfb392048be7db1,0
397,c3ebc0c73bbad7cd50f416e1c523863a09a6efb4,1
398,56f359507cd87926aec65e9c9ae899adecbd2db0,1
399,88cf76cae2333549d6e0167de7408b71bf75edde,0
400,adbdacbb6ffadb86d4c4f9ba6735439a2a78a7b5,0
401,fd66f09f5ecd1c4b02b1ca84b3323237eaf785c0,1
402,d34dd844262b4f4861dc96e0f95d154d8bc35227,0
403,674c32f6d5f872b2b12f49d1186cb784151a2270,0
404,af4a6fa79c6191834458e45b4129e5a660a2fdc7,0
405,4b1a5c00e867a63e543fff36dd758a43e03e47e3,1
406,37c2b1b0ce5249891c279d18846a74ad92e17750,0
407,765cfb6b7d02a7e3f65c87a7e187ca5b2d1cef4e,1
408,91457f8303c18deb30ce7d66a5e6c32b56f0667f,1
409,f3493b68af521ff55cbe3b81d83679865822e98b,0
410,44be6523dd17c8ff32eff1bb6203b3b9c2e034ae,1
411,3b1c186b8db5fce236d290ce1e2bb25b85de7332,0
412,d41998edc147124a805334f321fa81f7f3f4a602,1
413,8836d70c15d114354f66a644fafa6ca7ee50057c,0
414,86d5d2c16e3e28ecb9ebc7f6c9274941e9dd9bb1,0
415,452845f2e5555d88749ee9fd445538b7f6e5fef2,1
416,fe297b4c245f984faccb4c841e351506187df2f0,0
417,ed56af397d9cd2ea54a0b10910b1b8b3339a9a2e,1
418,b4b21998329274e8a8d257280b77b1cd9b016ba4,1
419,9f16133ec7fb1dcb6fd9e02bb03a0a7cdfe64c8f,1
420,a180346030aa9a22d005436a12d2d4c6f8cef000,0
421,d74639483f99d457d61a95528f43d18d8bc7db3b,1
422,bd525d75d4d5411e3c8f3a0b79d4731d5ae8f39b,1
423,e54eb0ec75899e2500612981e26a827921bfd76b,0
424,fb70946aa915600d0fa4c71dfca53e53928ebf3e,0
425,280beb43ddcc144a34ef331b190c20c619637984,1
426,477970673d4e7880ddd7d6f3975adeb6575f32de,0
427,bdf20df402c903c406b140beef55bc57b730745d,0
428,bed86b6e7c1bac2eafacc1182452e02857af6010,0
429,60bf2ea27ec561e36ebb1a8f401a4141c69f5c50,0
430,f63a65f390daa61ee230f9f7fb21cf3cd3ed7483,1
431,d402139ab4d68a2e47936f5f558ef4cbc4a7c104,0
432,2682f6873f86ff430a8e025255f0080ede5db868,1
433,22e2cb0788b0bbe6502b9a396f871c624868c442,0
434,a1ec1935f6e48e2db40a6bf9ad280e89f566e6e5,1
435,233409906e0f6a9f415ad25d3a52a8371660d36b,0
436,3595622d3fea30ac581af175e145b5233e861280,0
437,5d276e2e788684df9e05feb96467678a4a11eb74,0
438,73eb88ef17e4b41e01f74e5b0b2b5ef04ac33d0c,1
439,1fab315699a07993e3d1d987a7bc43bb0f4a4608,0
440,69da6b5f9301df018733d9e9447d6deee02db020,1
441,18f8f193f3e13bcd0c2f4b32b83a09a96222aa6a,0
442,53614006b3511491e4119c3929181daea82412db,0
443,1019c835ff4462c67f0dd9190096ac798736f9a1,0
444,01af69084811cf378874c27b47d2b432115ec2f2,0
445,97c44e88f695f913841ea28508bc972b7cd68d0e,0
